,movie,year,production_budget,domestic_gross,foreign_gross,worldwide_gross,month,profit,profit_margin,roi,pct_foreign,match_key,popularity,release_date,original_language,vote_average,vote_count,genre_list,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
78,Coco,2017,175000000,209726015,588282086,798008101,11,623008101,0.780703980597811,3.5600462914285713,0.7371881128309499,2017 Coco,25.961,2017-11-22,en,8.2,8669,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy']","Animation,Family,Comedy,Adventure,Fantasy",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
79,Cars 3,2017,175000000,152901115,230640254,383541369,6,208541369,0.5437258816271264,1.1916649657142857,0.6013438774579751,2017 Cars 3,18.427,2017-06-16,en,6.7,2596,"['Adventure', 'Animation', 'Comedy', 'Family']","Adventure,Animation,Comedy,Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80,King Arthur: Legend of the Sword,2017,175000000,39175066,100455270,139630336,5,-35369664,-0.25330930951852754,-0.2021123657142857,0.7194372861782701,2017 King Arthur: Legend of the Sword,21.793,2017-05-12,en,6.5,3305,"['Action', 'Drama', 'Fantasy']","Action,Drama,Fantasy",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
81,47 Ronin,2013,175000000,38362475,113354340,151716815,12,-23283185,-0.15346476262370787,-0.13304677142857144,0.7471442107455262,2013 47 Ronin,25.049,2013-12-25,en,6.0,2080,"['Drama', 'Action', 'Adventure', 'Fantasy']","Drama,Action,Adventure,Fantasy",1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
82,Jurassic World: Fallen Kingdom,2018,170000000,417719760,888053039,1305772799,6,1135772799,0.869808897742248,6.681016464705882,0.6800976706515082,2018 Jurassic World: Fallen Kingdom,34.958,2018-06-22,en,6.5,5995,"['Action', 'Adventure', 'Science Fiction']","Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83,Guardians of the Galaxy,2014,170000000,333172112,437695404,770867516,8,600867516,0.7794692389139407,3.5345148,0.56779588569406,2014 Guardians of the Galaxy,49.606,2014-08-01,en,7.9,17958,"['Action', 'Science Fiction', 'Adventure']","Action,Science Fiction,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
84,Iron Man 2,2010,170000000,312433331,308723058,621156389,5,451156389,0.7263169098627753,2.653861111764706,0.4970134147650214,2010 Iron Man 2,28.515,2010-05-07,en,6.8,12368,"['Adventure', 'Action', 'Science Fiction']","Adventure,Action,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,Captain America: The Winter Soldier,2014,170000000,259746958,454654931,714401889,4,544401889,0.7620387031199466,3.2023640529411765,0.636413394198066,2014 Captain America: The Winter Soldier,18.073,2014-04-04,en,7.7,11034,"['Action', 'Adventure', 'Science Fiction']","Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,Dawn of the Planet of the Apes,2014,170000000,208545589,502098977,710644566,7,540644566,0.7607805531295655,3.1802621529411765,0.7065402326597119,2014 Dawn of the Planet of the Apes,27.641,2014-07-11,en,7.3,7080,"['Science Fiction', 'Action', 'Drama', 'Thriller']","Science Fiction,Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
87,Snow White and the Huntsman,2012,170000000,155136755,245884991,401021746,6,231021746,0.5760828391585527,1.3589514470588235,0.6131462781073224,2012 Snow White and the Huntsman,21.233,2012-06-01,en,5.9,5258,"['Adventure', 'Fantasy', 'Drama']","Adventure,Fantasy,Drama",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
88,Van Helsing,2004,170000000,120150546,180000000,300150546,5,130150546,0.4336175553716967,0.7655914470588235,0.5996990590182035,2004 Van Helsing,15.259,2004-05-07,en,6.1,3047,"['Horror', 'Adventure', 'Action']","Horror,Adventure,Action",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
89,Tomorrowland,2015,170000000,93436322,113191196,206627518,5,36627518,0.17726350466059415,0.2154559882352941,0.5478031052959752,2015 Tomorrowland,20.136,2015-05-22,en,6.2,4610,"['Adventure', 'Family', 'Mystery', 'Science Fiction']","Adventure,Family,Mystery,Science Fiction",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
90,Alice Through the Looking Glass,2016,170000000,77042381,199885731,276928112,5,106928112,0.3861222727723648,0.628988894117647,0.7217964603030262,2016 Alice Through the Looking Glass,16.642,2016-05-27,en,6.5,3803,"['Adventure', 'Family', 'Fantasy']","Adventure,Family,Fantasy",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
91,Shrek Forever After,2010,165000000,238736787,517507886,756244673,5,591244673,0.7818166449418414,3.5833010484848486,0.6843127687062729,2010 Shrek Forever After,15.041,2010-05-16,en,6.1,3843,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']","Comedy,Adventure,Fantasy,Animation,Family",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
92,Doctor Strange,2016,165000000,232641920,443762646,676404566,11,511404566,0.7560631487517191,3.099421612121212,0.6560609852536093,2016 Doctor Strange,33.035,2016-11-04,en,7.3,12582,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","Action,Adventure,Fantasy,Science Fiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
93,Doctor Strange,2016,165000000,232641920,443762646,676404566,11,511404566,0.7560631487517191,3.099421612121212,0.6560609852536093,2016 Doctor Strange,33.035,2016-11-04,en,7.3,12582,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","Action,Adventure,Fantasy,Science Fiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
94,Big Hero 6,2014,165000000,222527828,429600000,652127828,11,487127828,0.7469821208120565,2.952289866666667,0.658766550903882,2014 Big Hero 6,36.92,2014-11-07,en,7.8,10176,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']","Adventure,Family,Animation,Action,Comedy",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,Big Hero 6,2014,165000000,222527828,429600000,652127828,11,487127828,0.7469821208120565,2.952289866666667,0.658766550903882,2014 Big Hero 6,36.92,2014-11-07,en,7.8,10176,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']","Adventure,Family,Animation,Action,Comedy",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
96,How to Train Your Dragon,2010,165000000,217581232,277289760,494870992,3,329870992,0.6665797699453759,1.9992181333333334,0.5603273670969181,2010 How to Train Your Dragon,28.734,2010-03-26,en,7.7,7610,"['Fantasy', 'Adventure', 'Animation', 'Family']","Fantasy,Adventure,Animation,Family",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
97,Wreck-It Ralph,2012,165000000,189412677,307098844,496511521,11,331511521,0.6676814272754811,2.0091607333333332,0.6185130274147254,2012 Wreck-It Ralph,22.967,2012-11-02,en,7.3,7780,"['Family', 'Animation', 'Comedy', 'Adventure']","Family,Animation,Comedy,Adventure",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,Interstellar,2014,165000000,188017894,478361481,666379375,11,501379375,0.7523932969864201,3.038662878787879,0.7178515706612318,2014 Interstellar,28.44,2014-11-05,en,8.2,18597,"['Adventure', 'Drama', 'Science Fiction']","Adventure,Drama,Science Fiction",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
99,Independence Day: Resurgence,2016,165000000,103144286,281025138,384169424,6,219169424,0.5705019980975894,1.3282995393939394,0.7315135470021165,2016 Independence Day: Resurgence,15.732,2016-06-24,en,5.1,3911,"['Action', 'Adventure', 'Science Fiction']","Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100,Beauty and the Beast,2017,160000000,504014165,755185541,1259199706,3,1099199706,0.8729351672831474,6.8699981625,0.5997345277334428,2017 Beauty and the Beast,31.793,2017-03-17,en,6.9,11023,"['Family', 'Fantasy', 'Romance']","Family,Fantasy,Romance",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
101,Aquaman,2018,160000000,335061807,811832833,1146894640,12,986894640,0.8604928522466545,6.1680915,0.7078530186521754,2018 Aquaman,38.102,2018-12-21,en,6.8,6155,"['Action', 'Adventure', 'Fantasy']","Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,Inception,2010,160000000,292576195,542948447,835524642,7,675524642,0.8085035533877168,4.2220290125,0.6498293643384847,2010 Inception,27.92,2010-07-16,en,8.3,22186,"['Action', 'Science Fiction', 'Adventure']","Action,Science Fiction,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,The Hunger Games: Mockingjay - Part 2,2015,160000000,281723902,367262885,648986787,11,488986787,0.753461852837383,3.05616741875,0.5659019449343581,2015 The Hunger Games: Mockingjay - Part 2,19.487,2015-11-18,en,6.8,7609,"['Action', 'Adventure', 'Science Fiction']","Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
104,The Hunger Games: Mockingjay - Part 2,2015,160000000,281723902,367262885,648986787,11,488986787,0.753461852837383,3.05616741875,0.5659019449343581,2015 The Hunger Games: Mockingjay - Part 2,19.487,2015-11-18,en,6.8,7609,"['Action', 'Adventure', 'Science Fiction']","Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105,Godzilla,2014,160000000,200676069,328400000,529076069,5,369076069,0.6975860195256725,2.30672543125,0.6207046949235574,2014 Godzilla,24.982,2014-05-16,en,6.1,5053,"['Action', 'Drama', 'Science Fiction']","Action,Drama,Science Fiction",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
106,X-Men: First Class,2011,160000000,146408305,209000000,355408305,6,195408305,0.5498135588024596,1.22130190625,0.5880560388142871,2011 X-Men: First Class,1.447,2011-06-03,en,7.2,8211,"['Action', 'Science Fiction', 'Adventure']","Action,Science Fiction,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107,The Sorcerer's Apprentice,2010,160000000,63150991,154835329,217986320,7,57986320,0.2660089862519813,0.3624145,0.7102983756044875,2010 The Sorcerer's Apprentice,14.463,2010-07-13,en,5.9,2879,"['Fantasy', 'Adventure', 'Action', 'Comedy', 'Drama']","Fantasy,Adventure,Action,Comedy,Drama",1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
108,Warcraft,2016,160000000,47225655,378296626,425522281,6,265522281,0.6239914872988754,1.65951425625,0.8890171981382098,2016 Warcraft,21.464,2016-06-10,en,6.3,4071,"['Action', 'Adventure', 'Fantasy']","Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,Deepwater Horizon,2016,156000000,61433527,61170297,122603824,9,-33396176,-0.27239098186692773,-0.2140780512820513,0.49892650167257424,2016 Deepwater Horizon,13.685,2016-09-30,en,6.7,2606,"['Drama', 'Action']","Drama,Action",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,Deepwater Horizon,2016,156000000,61433527,61170297,122603824,9,-33396176,-0.27239098186692773,-0.2140780512820513,0.49892650167257424,2016 Deepwater Horizon,13.685,2016-09-30,en,6.7,2606,"['Drama', 'Action']","Drama,Action",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,155000000,104386950,313800000,418186950,12,263186950,0.629352374577925,1.6979803225806451,0.7503820958544977,2010 The Chronicles of Narnia: The Voyage of the Dawn Treader,17.382,2010-12-10,en,6.3,3196,"['Adventure', 'Family', 'Fantasy']","Adventure,Family,Fantasy",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
112,Pacific Rim: Uprising,2018,155000000,59874525,231055623,290930148,3,135930148,0.46722606417537726,0.8769686967741935,0.794196217162066,2018 Pacific Rim: Uprising,30.019,2018-03-23,en,5.9,2213,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']","Action,Fantasy,Science Fiction,Adventure",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
113,War for the Planet of the Apes,2017,152000000,146880162,342712105,489592267,7,337592267,0.6895375800533222,2.2210017565789473,0.6999949306797364,2017 War for the Planet of the Apes,23.445,2017-07-14,en,7.0,5235,"['Drama', 'Science Fiction', 'War']","Drama,Science Fiction,War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
114,Wonder Woman,2017,150000000,412563408,408569970,821133378,6,671133378,0.8173256574159138,4.47422252,0.4975683377956656,2017 Wonder Woman,31.618,2017-06-02,en,7.3,12566,"['Adventure', 'Fantasy', 'War', 'Romance']","Adventure,Fantasy,War,Romance",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
115,Frozen,2013,150000000,400738009,871731901,1272469910,11,1122469910,0.8821190200088896,7.483132733333333,0.6850707385292907,2013 Frozen,26.183,2013-11-27,en,7.3,9767,"['Animation', 'Adventure', 'Family']","Animation,Adventure,Family",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116,Zootopia,2016,150000000,341268248,678161368,1019429616,3,869429616,0.8528588951647643,5.79619744,0.6652360862939654,2016 Zootopia,27.549,2016-03-04,en,7.7,9977,"['Animation', 'Adventure', 'Family', 'Comedy']","Animation,Adventure,Family,Comedy",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117,Moana,2016,150000000,248757044,388760321,637517365,11,487517365,0.7647122914055839,3.2501157666666667,0.6098035008034643,2016 Moana,4.419,2016-11-23,en,7.5,6907,"['Adventure', 'Comedy', 'Family', 'Animation']","Adventure,Comedy,Family,Animation",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118,Moana,2016,150000000,248757044,388760321,637517365,11,487517365,0.7647122914055839,3.2501157666666667,0.6098035008034643,2016 Moana,4.419,2016-11-23,en,7.5,6907,"['Adventure', 'Comedy', 'Family', 'Animation']","Adventure,Comedy,Family,Animation",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119,Thor: The Dark World,2013,150000000,206362140,438240376,644602516,11,494602516,0.7672984571471949,3.297350106666667,0.6798614109039562,2013 Thor: The Dark World,31.014,2013-11-08,en,6.7,10171,"['Action', 'Adventure', 'Fantasy']","Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,Dunkirk,2017,150000000,190068280,309769088,499837368,7,349837368,0.6999023890506721,2.33224912,0.6197397550316807,2017 Dunkirk,24.358,2017-07-19,en,7.4,9156,"['War', 'Action', 'Drama']","War,Action,Drama",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
121,Thor,2011,150000000,181030624,268295994,449326618,5,299326618,0.6661671176578281,1.9955107866666666,0.597106833319187,2011 Thor,38.068,2011-05-06,en,6.7,12764,"['Adventure', 'Fantasy', 'Action']","Adventure,Fantasy,Action",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122,Kung Fu Panda 2,2011,150000000,165249063,499588484,664837547,5,514837547,0.7743809737027383,3.4322503133333333,0.7514444487293676,2011 Kung Fu Panda 2,17.363,2011-05-25,en,6.7,3628,"['Animation', 'Family']","Animation,Family",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,Mad Max: Fury Road,2015,150000000,153636354,216461666,370098020,5,220098020,0.5947019657116782,1.4673201333333334,0.5848765848571684,2015 Mad Max: Fury Road,28.099,2015-05-15,en,7.4,14454,"['Action', 'Adventure', 'Science Fiction']","Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,Ready Player One,2018,150000000,137690172,441599964,579290136,3,429290136,0.7410623957180587,2.86193424,0.7623122448610103,2018 Ready Player One,30.029,2018-03-29,en,7.6,7021,"['Adventure', 'Science Fiction']","Adventure,Science Fiction",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125,The Last Airbender,2010,150000000,131772187,187941694,319713881,7,169713881,0.5308305052916986,1.1314258733333333,0.5878433973906814,2010 The Last Airbender,16.595,2010-07-01,en,4.6,2143,"['Action', 'Adventure', 'Family', 'Fantasy']","Action,Adventure,Family,Fantasy",1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
126,Wrath of the Titans,2012,150000000,83670083,221600000,305270083,3,155270083,0.5086318366808319,1.0351338866666666,0.7259145666101844,2012 Wrath of the Titans,14.991,2012-03-29,en,5.6,2442,"['Fantasy', 'Adventure', 'Action']","Fantasy,Adventure,Action",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,Dark Shadows,2012,150000000,79727149,158475519,238202668,5,88202668,0.3702841313263544,0.5880177866666667,0.6652969940706122,2012 Dark Shadows,15.75,2012-05-11,en,5.9,4197,"['Comedy', 'Fantasy']","Comedy,Fantasy",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,White House Down,2013,150000000,73103784,132336603,205440387,6,55440387,0.269861188491628,0.36960258,0.6441606002231683,2013 White House Down,13.026,2013-06-28,en,6.4,2817,"['Action', 'Drama', 'Thriller']","Action,Drama,Thriller",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
129,The Wolfman,2010,150000000,62189884,80444474,142634358,2,-7365642,-0.05164002631119215,-0.04910428,0.5639908583596668,2010 The Wolfman,14.03,2010-02-12,en,5.7,1009,['Horror'],Horror,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130,The Great Wall,2017,150000000,45157105,289329747,334486852,2,184486852,0.5515518798329329,1.2299123466666666,0.8649958743370876,2017 The Great Wall,19.144,2017-02-17,en,5.8,2775,"['Action', 'Adventure', 'Fantasy']","Action,Adventure,Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
131,Pan,2015,150000000,35088320,116437653,151525973,10,1525973,0.010070702532297878,0.010173153333333334,0.7684336268871872,2015 Pan,13.054,2015-10-09,en,5.9,1701,"['Adventure', 'Family', 'Fantasy']","Adventure,Family,Fantasy",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
132,Mars Needs Moms,2011,150000000,21392758,18157000,39549758,3,-110450242,-2.792690716337632,-0.7363349466666667,0.4590925689102826,2011 Mars Needs Moms,8.852,2011-03-11,en,5.7,299,"['Adventure', 'Animation', 'Family']","Adventure,Animation,Family",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133,Madagascar 3: Europe's Most Wanted,2012,145000000,216391482,530529789,746921271,6,601921271,0.8058697674978921,4.151181179310345,0.7102887675025124,2012 Madagascar 3: Europe's Most Wanted,18.705,2012-06-08,en,6.5,3380,"['Animation', 'Family', 'Comedy']","Animation,Family,Comedy",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
134,How to Train Your Dragon 2,2014,145000000,177002924,437583346,614586270,6,469586270,0.7640689239608298,3.238526,0.7119966184731071,2014 How to Train Your Dragon 2,27.106,2014-06-13,en,7.7,5589,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']","Fantasy,Action,Adventure,Animation,Comedy,Family",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
135,Mr. Peabody & Sherman,2014,145000000,111506430,158300000,269806430,3,124806430,0.4625776709621042,0.860734,0.5867169288737856,2014 Mr. Peabody & Sherman,12.813,2014-03-07,en,6.6,1357,"['Animation', 'Adventure', 'Family']","Animation,Adventure,Family",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,Rise of the Guardians,2012,145000000,103412758,203488144,306900902,11,161900902,0.5275347871085762,1.1165579448275862,0.6630418570747635,2012 Rise of the Guardians,14.934,2012-11-21,en,7.3,3697,"['Animation', 'Family', 'Fantasy']","Animation,Family,Fantasy",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
137,Ghostbusters,2016,144000000,128350574,100658084,229008658,7,85008658,0.37120281277749767,0.5903379027777778,0.4395383339611553,2016 Ghostbusters,16.079,2016-07-15,en,5.4,3780,"['Action', 'Fantasy', 'Comedy']","Action,Fantasy,Comedy",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138,Armageddon,1998,140000000,201578182,353021818,554600000,7,414600000,0.7475658131987017,2.9614285714285713,0.6365341110710422,1998 Armageddon,15.799,1998-07-01,en,6.7,4267,"['Action', 'Thriller', 'Science Fiction', 'Adventure']","Action,Thriller,Science Fiction,Adventure",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
139,Captain America: The First Avenger,2011,140000000,176654505,193915271,370569776,7,230569776,0.6222034038739306,1.6469269714285715,0.5232894951476021,2011 Captain America: The First Avenger,25.808,2011-07-22,en,6.9,12810,"['Action', 'Adventure', 'Science Fiction']","Action,Adventure,Science Fiction",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140,Kung Fu Panda 3,2016,140000000,143528619,374070523,517599142,1,377599142,0.7295204171725617,2.6971367285714285,0.7227031357791548,2016 Kung Fu Panda 3,16.248,2016-01-29,en,6.7,2944,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']","Action,Adventure,Animation,Comedy,Family",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
141,G.I. Joe: Retaliation,2013,140000000,122523060,253217645,375740705,3,235740705,0.62740262596782,1.6838621785714285,0.6739159256115198,2013 G.I. Joe: Retaliation,15.065,2013-03-29,en,5.5,3883,"['Adventure', 'Action', 'Science Fiction', 'Thriller']","Adventure,Action,Science Fiction,Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
142,Exodus: Gods and Kings,2014,140000000,65014513,203300000,268314513,12,128314513,0.4782242733176345,0.9165322357142857,0.7576928945323207,2014 Exodus: Gods and Kings,26.789,2014-12-12,en,5.7,2909,"['Adventure', 'Drama', 'Action']","Adventure,Drama,Action",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,The BFG,2016,140000000,55483770,144162910,199646680,7,59646680,0.2987611915209409,0.4260477142857143,0.7220901945376702,2016 The BFG,20.08,2016-07-01,en,6.2,1916,"['Adventure', 'Family', 'Fantasy']","Adventure,Family,Fantasy",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
144,Gods of Egypt,2016,140000000,31153464,107683292,138836756,2,-1163244,-0.008378501727597265,-0.008308885714285714,0.7756108332003955,2016 Gods of Egypt,18.517,2016-02-26,en,5.4,2353,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']","Action,Adventure,Fantasy,Science Fiction",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
145,The Croods,2013,135000000,187168425,385900000,573068425,3,438068425,0.7644260369082453,3.2449512962962963,0.6733925359785788,2013 The Croods,16.29,2013-03-22,en,6.8,3873,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","Action,Adventure,Animation,Comedy,Family,Fantasy",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
146,The Revenant,2015,135000000,183637894,349300408,532938302,12,397938302,0.7466873754553299,2.947691125925926,0.6554237267037339,2015 The Revenant,19.41,2015-12-25,en,7.4,11064,"['Western', 'Drama', 'Adventure']","Western,Drama,Adventure",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
147,The Revenant,2015,135000000,183637894,349300408,532938302,12,397938302,0.7466873754553299,2.947691125925926,0.6554237267037339,2015 The Revenant,19.41,2015-12-25,en,7.4,11064,"['Western', 'Drama', 'Adventure']","Western,Drama,Adventure",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
